,GDP (Billions USD),Unemployment Rate (%),Producer Price Index (PPI),Retail Sales (Millions USD),Industrial Production Index,Housing Starts (Thousands),Personal Consumption Expenditures (PCE),Trade Balance (Billions USD),M2 Money Supply (Billions USD),Consumer Confidence Index
2021-12-01,,3.9,241.338,632515.0,101.1948,1757.0,16905.5,-80792.0,,70.6
2022-01-01,25215.491,4.0,246.453,644034.0,101.2146,1712.0,17017.8,-85565.0,,67.2
2022-02-01,,3.8,252.66,650522.0,101.8458,1742.0,17136.1,-87070.0,,62.8
2022-03-01,,3.7,260.014,664167.0,102.6732,1678.0,17371.4,-101914.0,,59.4
2022-04-01,25805.791,3.7,265.31,673245.0,102.9024,1828.0,17493.8,-85376.0,,65.2
2022-05-01,,3.6,273.251,671040.0,102.9659,1540.0,17569.9,-84255.0,,58.4
2022-06-01,,3.6,280.251,675702.0,102.8224,1542.0,17747.6,-81215.0,,50.0
2022-07-01,26272.011,3.5,272.274,671067.0,103.0505,1392.0,17744.0,-71040.0,,51.5
2022-08-01,,3.6,269.546,675107.0,103.1703,1520.0,17897.5,-68522.0,,58.2
2022-09-01,,3.5,267.898,673312.0,103.5326,1470.0,17987.2,-71217.0,,58.6
2022-10-01,26734.277,3.6,265.061,681748.0,103.4442,1440.0,18096.2,-75266.0,,59.9
2022-11-01,,3.6,263.157,673674.0,103.1058,1420.0,18094.0,-62561.0,,56.7
2022-12-01,,3.5,257.897,666734.0,101.8266,1340.0,18134.6,-70762.0,,59.8
2023-01-01,27164.359,3.5,260.227,693826.0,102.7476,1361.0,18475.2,-69960.0,,64.9
2023-02-01,,3.6,258.669,686434.0,102.8003,1404.0,18532.1,-70521.0,,66.9
2023-03-01,,3.5,257.062,679067.0,102.8143,1342.0,18511.3,-60321.0,,62.0
2023-04-01,27453.815,3.4,256.908,683698.0,103.2241,1368.0,18638.7,-72756.0,,63.7
2023-05-01,,3.6,253.67,686672.0,102.9809,1583.0,18676.4,-66066.0,,59.0
2023-06-01,,3.6,253.86,688810.0,102.3809,1415.0,18742.1,-64806.0,,64.2
2023-07-01,27967.697,3.5,253.835,690641.0,103.0722,1473.0,18850.5,-64607.0,,71.5
2023-08-01,,3.7,257.68,696238.0,103.0951,1305.0,18911.6,-59631.0,,69.4
2023-09-01,,3.8,258.934,702109.0,103.3081,1363.0,19024.9,-62222.0,,67.8
2023-10-01,28296.967,3.9,255.192,699365.0,102.5781,1365.0,19069.5,-64333.0,,63.8
2023-11-01,,3.7,252.856,697167.0,102.8868,1510.0,19151.0,-64754.0,,61.3
2023-12-01,,3.8,249.866,699821.0,102.6309,1568.0,19289.9,-64915.0,,69.7
2024-01-01,28624.069,3.7,251.306,694696.0,101.483,1376.0,19308.5,-66938.0,,79.0
2024-02-01,,3.9,254.926,700519.0,102.7267,1546.0,19412.7,-69408.0,,76.9
2024-03-01,,3.9,255.095,703738.0,102.5186,1299.0,19553.2,-68510.0,,79.4
2024-04-01,29016.714,3.9,256.978,702681.0,102.3568,1377.0,19603.3,-75994.0,,77.2
2024-05-01,,4.0,255.313,704309.0,102.9797,1315.0,19697.3,-76715.0,,69.1
2024-06-01,,4.1,255.914,702350.0,103.2534,1329.0,19747.5,-74131.0,,68.2
2024-07-01,29374.914,4.2,257.321,710851.0,102.5192,1262.0,19866.3,-79707.0,,66.4
2024-08-01,,4.2,255.463,710038.0,103.0196,1379.0,19905.0,-71156.0,,67.9
2024-09-01,,4.1,252.682,716388.0,102.5873,1355.0,20044.1,-84333.0,,70.1
2024-10-01,29700.58,4.1,253.081,720393.0,102.1219,1344.0,20134.5,-74153.0,,70.5
2024-11-01,,4.2,253.229,725079.0,101.9736,1305.0,20253.6,-78940.0,,71.8
2024-12-01,,4.1,253.59,730300.0,102.9833,1515.0,20387.2,-98431.0,,74.0
2025-01-01,,4.0,257.302,723853.0,103.511,1366.0,,,,71.7
